leaf_id,purity,n_samples,dominant_class
1480,0.34208425809370596,57,TRAFFIC_SPIKE
1482,0.9325690235143085,64,APT
1483,0.6443581399232269,5,NR_MALWARE
1485,0.7413717264038806,5,TRAFFIC_SPIKE
1487,0.9502245412501096,7,NR_MALWARE
1488,1.0,5,NR_MALWARE
1489,1.0,12095,NORMAL
1496,1.0,5164,NORMAL
1498,0.6491959772443067,5,APT
1499,1.0,1777,NORMAL
1501,1.0,4232,NORMAL
1502,1.0,18954,NORMAL
1503,1.0,90531,NORMAL
1505,0.6491959772443066,5,APT
1507,1.0,19414,NORMAL
1510,1.0,17,NORMAL
1511,0.8315056904700137,5,APT
1512,1.0,1104,NORMAL
1517,1.0,13,NORMAL
1518,1.0,81,NORMAL
1520,1.0,6,NORMAL
1521,0.8315056904700135,5,APT
1522,1.0,2375,NORMAL
1525,1.0,8,APT
1526,0.91737972572737,5,APT
1527,1.0,99,NORMAL
1530,1.0,5,NORMAL
1531,1.0,10,NORMAL
1532,1.0,6,APT
